YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
emBuI1vLiUA,emBuI1vLiUA_10,"A serene rural landscape transitions from late afternoon to evening. The sun lowers in the sky, shadows lengthen, and street lamps gradually illuminate as daylight fades.",5759,5973,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_9,"A tranquil rural settlement with simple dwellings and a muddy pathway. The structures and objects remain stationary, with no human activity observed.",5201,5677,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_13,"A temporary settlement in a sandy, arid landscape with scattered tents. A person in a yellow top and blue skirt stands still on the sandy ground.",6920,7066,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_11,"A temporary refugee camp with makeshift shelters. Residents sit outside their shelters, engaged in conversations and daily activities.",6037,6443,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_0,"A static scene of a temporary refugee camp with makeshift shelters. The camera pans slightly to the right, but there is no movement of people or objects.",53,431,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_1,"A static scene of a refugee camp with makeshift shelters. The central figure stands still, facing the camera, with no movement in the environment.",494,918,30,240.07,7202
emBuI1vLiUA,emBuI1vLiUA_2,"A quiet rural settlement with simple dwellings and a central path. A woman in yellow walks along the path, carrying a container on her head, then exits to the right.",986,1274,30,240.07,7202
XVR3o_5NJGc,XVR3o_5NJGc_1,"A bustling public square transitions to a serene natural landscape. People move around the square, and the environment shifts from urban to rugged wilderness, then to a tranquil rural setting at twilight.",180,2806,30,135.57,4067
VZzu8rFLsAY,VZzu8rFLsAY_3,"A desolate sandy area with two individuals moving in an overcast environment. One individual stands and walks across the terrain, while the other adjusts their stance and moves, with one person eventually moving rapidly.",1590,2489,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_4,A static coastal scene with sand dunes and an overcast sky. No movement is observed; the beach umbrellas and vehicles remain stationary.,2549,3257,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_5,A modern living room with a semi-circular booth and four individuals seated. The individuals remain seated and engaged in their interaction without significant movement.,3321,4413,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_6,"A static and desolate refugee camp with makeshift shelters. Individuals walk, stand, and sit, maintaining their daily routines.",4473,5328,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_7,"A static temporary settlement with makeshift structures in a rural area. The structures remain unchanged, and no movement of vehicles is observed.",5388,5868,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_8,"A makeshift settlement with temporary housing under an overcast sky. People sit and converse, while others stand in clusters discussing.",5928,6664,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_10,"A static temporary settlement with makeshift structures under an overcast sky. Four individuals stand together, and one person walks past them.",7901,8999,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_9,"A static scene in a makeshift refugee camp with blue and white tarps. Two individuals sit near a small cooking area, with no movement or changes in the environment.",6726,7839,30,318.27,9548
VZzu8rFLsAY,VZzu8rFLsAY_1,A desolate landscape with a central structure and sparse buildings. A person walks towards the structure and then stops near debris.,984,1227,30,318.27,9548
mSfqSgbeFyc,mSfqSgbeFyc_3,"A spacious plaza surrounded by classical European architecture. A person in a red outfit walks across the plaza, and other pedestrians shift positions on benches.",711,883,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_4,"A historic stone wall overlooking a scenic seaside town. People enjoy the view, while the clouds subtly change overhead.",945,1157,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_5,"A vibrant public square filled with diverse people on a sunny day. People walk, stand, and converse; their positions change as shadows shift slightly.",1218,1535,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_12,"A bustling historic urban square filled with people. People move across the square and gather in groups, while shadows shift slightly with the changing light.",3969,4550,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_6,"A busy stone bridge filled with pedestrians and historical architecture. People walk, sit, and converse; new individuals replace those who leave.",1596,1952,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_7,"An ancient stone fortress with cylindrical towers and a sunny atmosphere. People gather near the entrance, some entering and exiting, while others disperse.",2013,2282,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_8,"A lively public square in a historic urban setting. Pedestrians walk, congregate, rest, and a pigeon flies through the air.",2343,2723,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_10,"A lively town square filled with people and historical buildings. Groups of people gather, walk, and change positions as new individuals arrive.",3084,3284,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_9,"A bustling public square with historic buildings and a vibrant atmosphere. The number of people increases, engaging in walking, conversing, and sitting on benches.",2784,3023,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_16,"A lively plaza surrounded by historic buildings. Groups of people walk and gather, while one individual crosses the plaza.",5910,6242,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_13,"A bustling town square filled with people and surrounded by diverse buildings. People move around leisurely, reflecting the flow of pedestrian traffic.",4611,5075,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_11,"A bustling public square with historic architecture and lively pedestrians. People walk, converse, and a stroller is pushed; the crowd size fluctuates.",3345,3908,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_2,"A serene landscape featuring a tower surrounded by trees and water. The structure remains stationary, and the environment shows no significant changes.",405,647,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_14,"A lively public square surrounded by historical buildings. People walk, sit at cafes, congregate, and shift positions within the square.",5136,5495,30,218.63,6559
mSfqSgbeFyc,mSfqSgbeFyc_15,"A busy public square filled with people and surrounded by buildings. People walk and gather in groups, while a construction crane remains in the background.",5556,5849,30,218.63,6559
Rp9dl3D_oQ0,Rp9dl3D_oQ0_3,"A tranquil forest scene with a clear stream and lush greenery. The stream flows gently, and the camera shifts slightly for different views.",603,734,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_4,"A serene green landscape with a winding stream and grazing animals. The stream flows gently, while the animals remain stationary.",790,967,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_5,"A serene landscape with rocky grounds, patches of snow, and a body of still water. The water reflects the sky, and cloud formations shift subtly.",1030,1158,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_12,"A serene mountainous landscape with a dirt path and a wooden bridge. The scene remains completely still, with no movement in the environment or objects.",3745,4102,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_6,"A desolate volcanic landscape with sparse vegetation. Two individuals explore the terrain, facing away from the camera.",1230,1433,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_7,"A serene and undisturbed forest scene with dense foliage and a gentle stream. The stream flows gently, and the lighting remains consistent throughout the video.",1492,1850,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_8,"A tranquil natural scene with a waterfall and pond. The waterfall flows steadily, creating gentle ripples on the pond's surface.",1920,2363,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_10,"A tranquil forest scene with a small stream and lush greenery. The stream flows steadily, with no movement from other elements.",2943,3330,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_9,"A serene woodland scene with a flowing stream and lush vegetation. The water flows gently over rocks, and sunlight filters through the trees, creating patterns of light and shadow.",2424,2801,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_13,"A serene mountainous landscape under a clear blue sky. The dirt path winds through the terrain, and sunlight casts shifting shadows across the hills.",4167,4458,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_11,"A serene mountainous landscape with a winding dirt path and lush vegetation. The path remains unchanged, and the environment exhibits no noticeable movement or change.",3396,3686,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_1,"A serene desert landscape with shrubs and a small body of water. The sandy terrain remains still, and the body of water reflects the sky.",211,346,30,165.47,4964
Rp9dl3D_oQ0,Rp9dl3D_oQ0_2,"A serene mountainous landscape with a prominent peak under a clear blue sky. The clouds shift subtly above the mountain, while the landscape remains unchanged.",408,541,30,165.47,4964
RS3Ud0GZQPM,RS3Ud0GZQPM_0,"A lively urban street scene with two individuals engaged in a spirited conversation. The individuals gesture expressively, while pedestrians move in the background, reflecting the bustling atmosphere.",45,345,30,38.07,1142
RS3Ud0GZQPM,RS3Ud0GZQPM_1,"A lively street fair with various activities and colorful stalls. A performer in a red top transitions from martial arts to a flexibility routine, while the crowd reacts and moves around.",405,939,30,38.07,1142
FzrkpXlRP1M,FzrkpXlRP1M_3,"A busy urban street scene with shops and pedestrians. A girl in a yellow coat walks towards the camera, while others move in and out of the frame.",2013,2741,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_4,"A lively outdoor public space in Amsterdam on a sunny day. People walk, stand, and converse while shadows shift slightly with the sunlight.",2802,3557,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_5,"A serene boat journey along a tranquil urban canal. The boat glides forward, the helmsman steers, and the occupants engage in conversation; a parked red vehicle is seen along the bank.",3639,3806,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_6,"A serene journey of a small boat gliding through an urban canal. The boat moves forward, leaving ripples, while the oarsman rows steadily.",3867,4058,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_7,"A narrowboat travels smoothly along a canal in an urban landscape. The boat moves steadily, a person steers while another enjoys the ride; pedestrians walk along the towpath.",4119,4307,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_1,An urban public space with historical architecture and a water feature. People walk and ride bicycles; a person in a yellow coat moves across the plaza.,162,908,30,147.97,4439
FzrkpXlRP1M,FzrkpXlRP1M_2,"A busy public square with a historic building and people interacting. People walk, stand, and converse, subtly changing their positions.",969,1952,30,147.97,4439
VVMW1ysjf2I,VVMW1ysjf2I_0,"A serene beach scene with dramatic sea cliffs and an overcast sky. Gentle waves continuously wash onto the shore, with no movement or changes in the environment.",78,2415,30,189.13,5674
VVMW1ysjf2I,VVMW1ysjf2I_1,"A tranquil rural landscape with a winding road and a bridge. A person walks steadily along the dirt road, while the environment remains unchanged.",2523,5246,30,189.13,5674
66rRr3fFTLw,66rRr3fFTLw_3,"A serene natural landscape during golden hour with trees and a calm body of water. The sun casts a golden glow, and the gentle ripples on the water indicate a mild breeze.",702,1069,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_4,"A serene historic temple complex with palm trees and a clear sky. The temple remains still, people are seated on the steps, and the sun lowers in the sky.",1131,1396,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_5,A tranquil historic site with an ancient structure and a palm tree. A person walks leisurely along a grassy path.,1458,2003,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_6,"A person walks down a dirt path surrounded by greenery. The individual moves closer to the camera, with their shadow elongating as they walk.",2064,2449,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_7,"An ancient temple complex in a serene setting. The temples remain still, with no movement or change in the scene.",2511,2903,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_8,"An archaeological site with a large circular structure and two individuals seated nearby. Two individuals sit still, engaged in conversation.",2964,3681,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_10,"A tranquil historic site with ancient ruins and overcast skies. People explore the ruins, some sitting on the stones, and their positions change slightly.",4122,4486,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_9,"A tranquil outdoor scene featuring circular stone patterns and a prominent tree. People sit, observe, and interact leisurely, with slight movements and positions.",3756,4060,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_11,"A peaceful outdoor gathering under a large tree surrounded by lush greenery. People engage in social interactions while remaining in fixed positions, with no movement of vehicles or other elements.",4548,5015,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_1,"A serene outdoor setting during sunset with a grassy field and trees. People engage in leisurely activities, and the lighting subtly changes as the sun sets.",180,382,30,174.97,5249
66rRr3fFTLw,66rRr3fFTLw_2,"A bustling outdoor market with a vibrant atmosphere. A person in a red outfit interacts with goods near the tent's entrance, while motorbikes are parked along the pavement.",444,641,30,174.97,5249
ZS8aG415A8c,ZS8aG415A8c_3,"A serene park pathway leading to a body of water. The pathway, bench, slope, and shoreline remain undisturbed.",1301,1847,30,79.43,2383
ZS8aG415A8c,ZS8aG415A8c_1,"A tranquil lakeside setting with lush greenery and rustic cabins. The calm water remains still, and the text overlay displays ""MUTANDA LAKE RESORT.""",180,635,30,79.43,2383
ZS8aG415A8c,ZS8aG415A8c_2,"A vibrant botanical garden with colorful flowerbeds and a clear sky. A person walks down the path, and the camera pans to reveal the garden's layout and features.",697,1241,30,79.43,2383
P6A8OGCbxpg,P6A8OGCbxpg_3,"An outdoor boxing training scene under a large structure. A person in white boxes with another in black, an observer steps closer, and interactions evolve with defensive postures and movements towards the ring.",1077,1370,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_4,"An indoor boxing training area with individuals practicing and observing. Two people spar in the ring, one defends while the other strikes; another practices shadowboxing nearby.",1746,1817,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_5,An indoor sports arena hosting a boxing training session. One fighter in red trunks defends while the partner in yellow trunks rotates; spectators are seated or standing around the platform.,2181,2300,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_6,"An industrial workshop with tools and equipment. Two individuals remain stationary, engaged in unclear activities.",2427,3107,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_7,"A dog performs various actions in an urban, abandoned building. The dog runs, jumps into the air, rolls over, and then lies on its side.",3168,3612,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_8,An indoor boxing training area with equipment and a boxing ring. An individual in red gloves briefly enters through the doorway.,3675,3884,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_1,An outdoor sports area featuring a circular concrete structure and a chain-link fence. A person in a red top and blue shorts walks towards the camera; another person is engaged in an activity in the background.,144,542,30,137.93,4138
P6A8OGCbxpg,P6A8OGCbxpg_2,"An open-air boxing training area with two individuals. One person shadowboxes and performs dynamic exercises, while the other remains stationary against the wall.",603,1016,30,137.93,4138
18zgFABHBRI,18zgFABHBRI_0,"A cluttered landfill filled with waste and debris. The bulldozer remains stationary, and the landscape shows no significant changes.",57,1478,30,53.5,1605
u9YhfviLn90,u9YhfviLn90_3,"A static scene featuring a person crouched on the left side of the frame. The individual remains still, holding a pink object, with no changes in the background or surroundings.",2241,3113,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_4,"A static scene in a temporary settlement with makeshift structures. The blue tarpaulin remains in place, and the environment stays unchanged.",3174,4364,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_5,"A desolate industrial area with a solitary person walking. The individual walks along the path and eventually exits the scene, while the surroundings remain unchanged.",4425,5390,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_6,"A static residential scene with makeshift shelters and a clothesline. Two individuals interact within one shelter, showing slight movements.",5475,6775,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_7,"A serene interior of a geodesically domed structure with warm lighting. The furniture and layout remain unchanged, with no movement or action observed.",6837,7711,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_8,"An industrial scene with a person standing in a paved area under an overcast sky. The person remains stationary, and there are no movements or changes in the surroundings.",7776,8314,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_10,"A classroom setting with students engaged in learning activities. Students read and write at their desks, while the teacher stands by the chalkboard.",9441,9908,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_9,A static industrial scene under an overcast sky. There is no movement or change in any elements in the scene.,8379,9380,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_11,A static scene in a temporary refugee camp with makeshift shelters. Four individuals stand near a blue shelter without moving.,9996,10560,30,370.57,11117
u9YhfviLn90,u9YhfviLn90_1,"A static scene in a makeshift settlement with tents and shanty buildings. Two individuals sit conversing with a child, while a man stands nearby.",1098,1710,30,370.57,11117
pal4Y_mktf4,pal4Y_mktf4_0,"A serene panorama of a winding river surrounded by lush greenery and a cloudy sky. The river flows steadily, and the clouds shift gradually in the sky.",63,3409,30,238.5,7155
pal4Y_mktf4,pal4Y_mktf4_1,"A tranquil landscape with lush greenery and a body of water in the distance. Two individuals walk along a path, gradually moving apart; one stops briefly before continuing.",3525,6436,30,238.5,7155
-Z9BO-l16u8,-Z9BO-l16u8_0,"A tranquil arid landscape with hills and a distant mountain range. The sun casts a warm glow, and there are no changes in the terrain or vegetation.",70,819,30,30.8,924
NX2i3kCfsgY,NX2i3kCfsgY_3,"A tranquil, empty town square with a central fountain and surrounding buildings. The fountain remains still, and the scene shows no movement or activity.",1005,1199,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_4,"An urban plaza with contrasting buildings on an overcast day. People walk and stand in the plaza, but no significant changes occur.",1260,1380,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_5,"A tranquil park-like scene with pathways and mature trees. The lighting subtly shifts, but there is no movement or change in the environment.",1461,1999,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_12,"An urban park scene with a water fountain and people enjoying leisurely activities. People walk across the park, some moving closer and others further away from the camera.",4680,4979,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_6,"A calm city street with cobblestones, buildings, and trees. Pedestrians walk along the sidewalk, and parked cars remain in place.",2073,2507,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_7,"A tranquil park scene with a green lawn and a flowerbed. People leisurely walk along the path, while the flowerbed remains unchanged.",2571,2930,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_8,"An urban plaza with cobblestone paving and multi-story buildings. Pedestrians walk, sit on benches, and subtly change positions.",2991,3227,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_10,"A tranquil pedestrian city space with an increasing number of people. Pedestrians walk in various directions, a new individual enters from the left.",3772,4160,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_9,"A bustling urban plaza surrounded by tall buildings. People walk across the plaza and sit on benches, while vehicles pass quickly.",3288,3709,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_16,A tranquil public square with classical architecture and trees. Pedestrians leisurely walk and change positions within the square.,6244,6736,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_13,"An expansive urban park with greenery and a central floral arrangement. A person walks across the plaza, a jogger moves through, and another person crosses before exiting the scene.",5043,5422,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_11,"An urban street scene with buildings, shops, and pedestrians. Pedestrians walk along the sidewalk, and a person remains seated on a bench.",4221,4619,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_1,"A bustling city center filled with pedestrians and modern architecture. People walk in various directions, some shopping, while others sit on benches; a person in a yellow jacket crosses the plaza.",156,575,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_2,"A tranquil city street scene at dawn or dusk. A pedestrian walks steadily down the street, then disappears; two new pedestrians cross the street, moving towards the camera.",636,944,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_14,"A tranquil urban park scene with a cracked path and leafless trees. The green mailbox and buildings remain stationary, with no movement observed.",5483,5761,30,231.67,6950
NX2i3kCfsgY,NX2i3kCfsgY_15,"A spacious public square with intricate paved designs and classical buildings. The clouds move, causing slight changes in shadow patterns on the ground.",5823,6182,30,231.67,6950
r2zLcL8ffQg,r2zLcL8ffQg_3,"A tranquil river scene with sunlight and a clear blue sky. People engage in leisurely activities by the river, with minor adjustments in their positions.",2175,2823,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_4,"A lively public square with neoclassical architecture. People sit, converse, and walk across the square, while shadows shift with the sunlight.",2883,3393,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_5,"A historical site featuring classical architecture and robust columns. Visitors meander, walk, stand, and sit around the site.",3453,3693,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_6,"A grand, domed building filled with visitors exploring its interior. Visitors walk, congregate, and converse in groups, while the natural light changes the ambiance.",3753,4383,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_7,"A lively public square with a central fountain and many people. The fountain flows, people walk and gather around it, some sit on the steps.",4443,4632,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_8,"A vibrant public square filled with diverse people under a sunny sky. People sit, stand, and walk around, shifting positions and engaging in activities.",4692,5151,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_0,"A sunny plaza with classical architecture and pedestrians. People walk and stand in groups, and a scooter rider crosses the plaza.",48,647,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_1,"A historically significant bridge leading to a prominent building surrounded by water. People gather on the bridge, some leave, and the reflections in the water remain consistent.",708,1368,30,175.07,5252
r2zLcL8ffQg,r2zLcL8ffQg_2,"A vibrant public square with a historical tower and a dense crowd. People walk, converse, and interact; their positions and activities continuously change.",1428,2115,30,175.07,5252
zzUrrYvrUmI,zzUrrYvrUmI_3,"A vibrant urban square bustling with pedestrians and vehicles. The van moves forward, pedestrians walk and cross the street, and shadows change as the sun shifts.",964,1415,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_4,"A tranquil urban scene featuring a historic tower amidst modern buildings. Pedestrians walk leisurely along the pathway, with some jogging, walking dogs, or pushing strollers, while new individuals continuously enter and exit the frame.",1476,1829,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_5,"A lively plaza filled with people and surrounded by historical buildings. People walk, stand, sit, and jog, creating dynamic movement throughout the scene.",1890,2351,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_12,A tranquil and unchanged narrow street in a residential area. The street remains deserted with no movement or activity.,6087,6571,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_6,"A lively outdoor plaza filled with people and a cyclist. Pedestrians walk and mingle, while the cyclist rides through the crowd.",2412,3986,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_7,"A busy city street scene with increasing pedestrian and vehicle activity. Pedestrians walk and cross the street, while vehicles move along the road, with shadows elongating as time progresses.",4047,4388,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_8,"A bustling city street with distinctive architecture under a clear sky. Pedestrians walk along the sidewalks, vehicles including a white car move through traffic, and new pedestrians replace those who have left.",4449,4784,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_10,"A bustling city street with moving vehicles and pedestrians. Cars and motorbikes navigate the street, pedestrians cross at intervals, and a new white car enters the scene.",5214,5579,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_9,"A bustling city street with pedestrians and vehicles. Pedestrians walk along the sidewalks, and a white car moves through the scene.",4845,5153,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_13,"A bustling urban square with diverse architecture and active traffic. Pedestrians cross the square, vehicles move, and a bus enters and slows down.",6636,6977,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_11,"A tranquil town square with varied architecture. A scooter is parked, and the square remains still.",5639,6024,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_1,"A historic plaza with cobblestone pavement and classic buildings. People walk, sit on benches, and a new pedestrian enters the plaza.",149,554,30,240.1,7203
zzUrrYvrUmI,zzUrrYvrUmI_2,A stationary city street intersection with parked motorcycles. There are no movements or changes in the scene.,614,908,30,240.1,7203
J4EzgXnzjzE,J4EzgXnzjzE_0,"A serene hot air balloon journey over a lush green landscape. The balloon glides smoothly, casting a shadow on the ground, while cloud formations subtly change in the sky.",762,845,30,90.03,2701
J4EzgXnzjzE,J4EzgXnzjzE_1,A serene hot air balloon flight over a grassy landscape. The hot air balloon remains stationary as the landscape below stays unchanged.,906,2225,30,90.03,2701
-NLTCIAJyvc,-NLTCIAJyvc_0,"An abandoned building in a decaying forest setting. The building remains stationary, with no changes to the surroundings.",51,342,30,33.23,997
3Zz7M2vLHJ8,3Zz7M2vLHJ8_3,"A lively scene on a bridge overlooking a bustling piazza with historical architecture. People walk in various directions, some pausing on the railing while others enter or exit the scene.",2247,2693,30,182.6,5478
3Zz7M2vLHJ8,3Zz7M2vLHJ8_4,"A lively piazza featuring distinctive buildings and intricate ground patterns. People move leisurely across the open area, subtly changing positions.",2754,3262,30,182.6,5478
3Zz7M2vLHJ8,3Zz7M2vLHJ8_5,"A lively piazza featuring an ornate building and people enjoying a sunny day. Individuals stroll, gather in groups, and interact leisurely throughout the piazza.",3323,3941,30,182.6,5478
3Zz7M2vLHJ8,3Zz7M2vLHJ8_6,"A bustling public square with classical architecture and flower beds. People walk, stand, and sit, with subtle changes in their positions.",4002,4553,30,182.6,5478
3Zz7M2vLHJ8,3Zz7M2vLHJ8_1,"A tranquil public square surrounded by buildings. The number of people gradually increases, while most remain stationary.",177,1304,30,182.6,5478
3Zz7M2vLHJ8,3Zz7M2vLHJ8_2,"A lively public square filled with diverse people on a sunny day. People walk, stand, and converse, while newcomers enter and exit the scene.",1365,2186,30,182.6,5478
Qo_L9QIfHUs,Qo_L9QIfHUs_3,"A tranquil rural scene featuring a thatched-roof house by a body of water. The house and surroundings remain unchanged, with no movement of objects or people.",1781,2289,30,114.8,3444
Qo_L9QIfHUs,Qo_L9QIfHUs_4,"A serene village scene with traditional architecture and a sunny plaza. An individual walks left, then across the plaza, eventually disappearing from view.",2352,2974,30,114.8,3444
Qo_L9QIfHUs,Qo_L9QIfHUs_1,"A tranquil landscape featuring a calm river and rolling hills. A small, dark object briefly appears on the walkway.",179,1300,30,114.8,3444
Qo_L9QIfHUs,Qo_L9QIfHUs_2,"A tranquil countryside landscape with a pond and trees. The pond remains still, and there are no movements from objects or people.",1361,1715,30,114.8,3444
6xOPX0ClJRI,6xOPX0ClJRI_0,"A dynamic journey showcasing Earth's landscapes, cultures, and human activities. The gondola glides through water, people bustle in the street, kitesurfers ride the waves, and a logo for ""TriptoVR"" appears at the end.",0,2128,30,72.3,2169
1Jo4U-a7YkQ,1Jo4U-a7YkQ_3,"A tranquil town square featuring a large church and green trees. The vehicles remain parked, and no people are seen moving.",1722,2164,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_4,"A historic urban canal scene with European architecture. A pedestrian walks across a bridge, a cyclist moves along the path, and a small boat floats down the canal.",2226,2903,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_5,"A tranquil urban square surrounded by traditional buildings and trees. The public artwork and benches remain stationary, with no movement from people or vehicles.",2964,3548,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_6,"A bustling public square filled with a diverse crowd of people. People walk, stand, and play; a child runs briefly, and dogs are seen on leashes.",3609,4274,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_7,"A bustling city street with pedestrians, cyclists, and vehicles. A silver car drives down the street, a cyclist maneuvers off the road, and a pedestrian switches to riding a bicycle.",4335,5030,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_8,"A serene and sunny park with people enjoying various activities. Two people sit on the grass, engaged in conversation, while others walk and stand in the background.",5091,5547,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_9,"A calm street scene with a pedestrian and buildings under a clear sky. The pedestrian walks steadily down the center of the street, while the bicycle remains stationary.",5609,6422,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_1,"A scenic urban square with a canal and traditional buildings. Pedestrians walk along the canal, a person shifts and briefly blocks the view, then exits, followed by another individual entering the frame.",186,1229,30,216.07,6482
1Jo4U-a7YkQ,1Jo4U-a7YkQ_2,"A serene canal scene surrounded by historical buildings. A bouquet of flowers remains tied to the railing, and the reflections on the water stay undisturbed.",1290,1661,30,216.07,6482
X9IyHDfy2J4,X9IyHDfy2J4_0,A tranquil greenhouse scene with plants and rocks. No movement or changes occur in the greenhouse elements.,25,650,30,69.07,2072
